X		Y		Z
-550274.5694	-1057952.805	1280.4412
-546306.6647	-1061637.88	1112.9869
-545819.9669	-1061954.479	918.3034
-547227.2183	-1062044.971	1053.5396
-545362.342	-1056686.092	546.8845
-553068.0076	-1062616.082	1095.9301
-545395.5862	-1058680.127	582.1842
-554882.8994	-1064335.562	923.1871
-548990.8541	-1058957.344	1220.894
-550163.9205	-1065886.149	919.623
-554139.8305	-1061519.414	1175.5856
-547747.2885	-1058403.954	901.1122
-551324.6868	-1061396.186	880.0784
-551090.9703	-1065614.684	783.5601
-549736.3397	-1066226.623	1094.234
-543840.7045	-1059813.38	670.6988
-545410.6538	-1057571.351	601.9908
-550713.6379	-1060455.001	953.1352
-553675.3589	-1063798.237	744.8268
-545155.4042	-1061872.141	744.5653
-545936.5075	-1057204.399	586.1915
-551863.0865	-1057265.339	1079.3678
-553656.2594	-1059071.781	951.3488
-553394.9019	-1058201.564	959.8536
-548623.0187	-1066220.998	970.2457
-554039.7164	-1056747.005	754.2947
-544517.589	-1059842.685	599.3185
-554549.7533	-1065477.674	727.7112
-551126.0514	-1061335.247	876.6592
-550704.8581	-1060354.376	973.0295
-554437.7992	-1062055.831	1024.2577
-554475.6141	-1059598.407	991.5077
-548948.9759	-1063847.699	752.1855
-553490.9951	-1065302.646	539.2086
-554794.0934	-1059766.596	1015.8397
-544448.7212	-1058261.781	631.3956
-550374.3851	-1065292.213	818.9398
-544789.0246	-1063215.306	961.9271
-551353.2169	-1066517.462	675.4054
-546467.439	-1062194.129	1052.1035
-543977.948	-1066057.01	1225.6975
-545383.7725	-1065142.492	1218.121
-545357.9641	-1066051.607	1107.0778
-554079.5728	-1059125.306	879.9426
-549228.8382	-1057430.154	1046.8971
-549944.2004	-1062695.053	880.1263
-551428.5921	-1061923.877	736.5948
-544798.6926	-1058208.514	545.9308
-551913.0368	-1057941.228	1250.2905
-552958.9805	-1059914.432	1085.7435
-545072.2933	-1060527.967	716.663
-551868.3175	-1061988.155	793.0681
-547614.7404	-1066792.729	1049.9156
